关键词,职位,薪资,城市,公司,经验,学历,所属专业,公司规模,在招职位数,职位描述
家政,家政保洁主管,6-11K,北京,北京品木科技有限公司,1-3年,中专/中技,现代家政服务与管理专业,20-99人,4,
家政,家政服务员,6-11K,北京,北京瑞华家政有限公司,1年以内,初中及以下,现代家政服务与管理专业,0-20人,1,
家政,家政保洁员,5-6K,北京,石景山万达广场,经验不限,中专/中技,现代家政服务与管理专业,,,
家政,家政顾问,7-12K,北京,北京万磬家政服务,经验不限,中专/中技,现代家政服务与管理专业,20-99人,1,
家政,家政主管,8-13K,北京,星火萤科,经验不限,中专/中技,现代家政服务与管理专业,100-499人,12,
家政,高级家政顾问,15-20K,北京,小小心愿家政公司,1-3年,学历不限,现代家政服务与管理专业,,,
家政,家政月嫂,9-13K,北京,沂水崮乡大嫂家政服务,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政阿姨,4-6K,北京,北京溪荷文化传媒,1-3年,高中,现代家政服务与管理专业,0-20人,1,
家政,家政阿姨,9-10K,北京,易标科技,经验不限,大专,现代家政服务与管理专业,,,
家政,家政阿姨,5-6K,北京,中东科技,5-10年,学历不限,现代家政服务与管理专业,100-499人,5,
家政,家政经纪人,12-17K,北京,唐顿世家,1-3年,大专,现代家政服务与管理专业,100-499人,9,
家政,家政母婴、产康店长合伙人,11-22K,北京,北京育乔时代企业管理,1-3年,大专,现代家政服务与管理专业,20-99人,1,
家政,家政培训主管/经理,15-20K,北京,Lianjia.链家,1-3年,本科,现代家政服务与管理专业,20-99人,2970,
家政,家政月嫂,10-15K,北京,全民榜单,1-3年,中专/中技,现代家政服务与管理专业,20-99人,107,
家政,家政运营经理,8-12K,北京,诺邦地产,3-5年,高中,现代家政服务与管理专业,20-99人,3,
家政,家政保姆,5-6K,北京,北京盛世管家家政...,经验不限,初中及以下,现代家政服务与管理专业,20-99人,5,
家政,家政月嫂,5-6K,北京,北京华韵通源商贸中心,3-5年,高中,现代家政服务与管理专业,,,
家政,家政销售,9-14K,北京,北京大树养老服务,3-5年,大专,现代家政服务与管理专业,20-99人,12,
家政,家政月嫂,10-12K,北京,北京运动健将科技,1-3年,初中及以下,现代家政服务与管理专业,0-20人,1,
家政,客户成功（家政SaaS toB）,13-20K,北京,小熊美家,5-10年,本科,现代家政服务与管理专业,100-499人,21,
家政,家政司机,7-9K,北京,达宝家族管理,3-5年,高中,现代家政服务与管理专业,20-99人,2,
家政,家政月嫂,7-8K,北京,至信家政,1-3年,中专/中技,现代家政服务与管理专业,20-99人,1,
家政,家政运营经理,10-15K,北京,美乐美佳,3-5年,大专,现代家政服务与管理专业,100-499人,9,
家政,家教家政育婴护老,5-10K,北京,北京文举国际因私...,1年以内,初中及以下,现代家政服务与管理专业,0-20人,3,
家政,家政行业招聘专员（以直播形式招募）,7-10K,北京,北京植境设计技术,1-3年,学历不限,现代家政服务与管理专业,,,
家政,家政月嫂,7-12K,北京,苏州避风港家政公司,经验不限,初中及以下,现代家政服务与管理专业,0-20人,4,
家政,家政月嫂,12-18K,北京,北京美因贝家政服...,经验不限,中专/中技,现代家政服务与管理专业,20-99人,1,
家政,母婴家政培训师,10-15K,北京,北京爱沫第二国际...,5-10年,高中,现代家政服务与管理专业,20-99人,5,
家政,博通创鑫招聘厨师,4-6K,北京,博通创鑫,经验不限,学历不限,其他,,,
家政,京东家政直招12000一月，就近安排,10-15K,北京,京东世纪贸易有限公司,经验不限,学历不限,现代家政服务与管理专业,10000人以上,5668,
家政,8000起 招新手小白家政长白班,8-13K,北京,轻喜到家,经验不限,学历不限,现代家政服务与管理专业,10000人以上,10000,
家政,家政派单老师,8-13K,北京,帝伯乐家政,1-3年,高中,现代家政服务与管理专业,1000-9999人,2233,
家政,家政经纪人（可兼职）,15-25K,北京,悦家福家政,经验不限,学历不限,现代家政服务与管理专业,20-99人,6,
家政,京东家政保洁师，无需经验，工资日结,8-12K,北京,重庆乾家乐科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,急聘！月入9000+“懒人救星”家政特派员,5-6K,北京,重庆数帷家科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政合伙人（2万—5万）,20-40K,北京,北京玖八家政服务,经验不限,学历不限,现代家政服务与管理专业,,,
家政,条条大路通京东家政，日结400+，免费学技能,9-11K,北京,重庆勤云服科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政保姆接送孩子,7-10K,北京,北京一鸣到家科技,经验不限,学历不限,现代家政服务与管理专业,0-20人,7,
家政,家政经理(急招),15-30K,北京,盛世家宝,经验不限,学历不限,现代家政服务与管理专业,20-99人,19,
家政,家政保洁薪资无上限 能力决定收入,9-12K,北京,重庆星之家科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,月入8000+基础家政+单量多多+待遇超高,5-6K,北京,重庆星枢界科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,月薪1w+ 京东家政保洁师 持续有单 上手快,8-12K,北京,重庆商晏知服科技,1年以内,初中及以下,现代家政服务与管理专业,,,
家政,抖时送招聘收纳师,5-7K,北京,抖时送,经验不限,学历不限,现代家政服务与管理专业,100-499人,122,
家政,月入过万小家政,8-13K,北京,若家家政,经验不限,学历不限,现代家政服务与管理专业,0-20人,157,
家政,400一天家政就近分配轻松不累,8-10K,北京,哈尔滨云慧智信息服务,经验不限,学历不限,现代家政服务与管理专业,,,
家政,「急招」家政经纪人,15-30K,北京,北京凯诺睿麟科技,经验不限,学历不限,现代家政服务与管理专业,0-20人,11,
家政,家政日常保洁-长白班,6-9K,北京,北京斓馨家政有限公司,经验不限,学历不限,现代家政服务与管理专业,20-99人,111,
家政,急招家政经纪人，月入1w起,6-11K,北京,北京冠领智家教育科技,经验不限,学历不限,现代家政服务与管理专业,20-99人,25,
家政,家政公司合伙人,11-12K,北京,北京金圣好家政服...,经验不限,高中,现代家政服务与管理专业,20-99人,6,
家政,家政保洁员,5-6K,北京,鲸致生活,经验不限,学历不限,现代家政服务与管理专业,500-999人,3,
家政,家政顾问,15-30K,北京,天鹅到家,1-3年,大专,现代家政服务与管理专业,1000-9999人,105,
家政,高端家政急招临床育儿嫂，接受新手10000+,9-14K,北京,北京和顺康家政,经验不限,学历不限,护理专业,0-20人,32,
家政,北京大米华艺装饰工程招聘收纳师,9-11K,北京,北京大米华艺装饰工程,经验不限,学历不限,现代家政服务与管理专业,0-20人,10,
家政,家政保洁,6-9K,北京,好慷在家,经验不限,学历不限,现代家政服务与管理专业,10000人以上,187,
家政,家政公司急招派单老师,10-15K,北京,意生活家政公司,经验不限,学历不限,现代家政服务与管理专业,20-99人,1,
家政,家政人员,7-10K,北京,合肥大美鹅到家家政,经验不限,学历不限,现代家政服务与管理专业,1000-9999人,1179,
家政,家政培训老师,12-20K,北京,北京好运生活家政服务,1-3年,大专,现代家政服务与管理专业,20-99人,6,
家政,家政派单老师,9-14K,北京,迈瑞宝,经验不限,高中,现代家政服务与管理专业,20-99人,7,
家政,急聘 家政派单老师,10-15K,北京,众和乐享,3-5年,中专/中技,现代家政服务与管理专业,,,
家政,高薪招聘家政招生老师，接受新手8000+,8-10K,北京,北京市运佳佳家政服务,经验不限,学历不限,现代家政服务与管理专业,20-99人,83,
家政,家政经纪人,8-13K,北京,北京洁丽万家家政服务,1-3年,大专,现代家政服务与管理专业,,,
家政,家政职业规划师,20-30K,北京,旭辉顺意科技,经验不限,学历不限,现代家政服务与管理专业,100-499人,48,
家政,诚招家政养护老讲师,300-400元/时,北京,诚和祥瑞家政,1-3年,大专,现代家政服务与管理专业,20-99人,2,
家政,京东家政（每小时43元，就近派单）,7-10K,北京,济南合益企业管理咨询,经验不限,学历不限,现代家政服务与管理专业,,,
家政,急聘家政职业规划师20名，薪资一万起,8-13K,北京,黑马家政,经验不限,学历不限,现代家政服务与管理专业,20-99人,23,
家政,京东家政保洁师月入过万就近分配,5-6K,北京,黑龙江茧辉职梦科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政公司业务员,5-10K,北京,优尔家家政,1年以内,学历不限,现代家政服务与管理专业,,,
家政,家政管家,6-9K,北京,三替护理集团,10年以上,大专,现代家政服务与管理专业,1000-9999人,3,
家政,高级家政顾问,10-15K,北京,大班生活,1-3年,高中,现代家政服务与管理专业,100-499人,10,
家政,家政经纪人（精准培训）,8-12K,北京,阿姨来了,经验不限,中专/中技,现代家政服务与管理专业,500-999人,11,
家政,家政招生老师 8-12k,8-12K,北京,誉祥家政,经验不限,高中,现代家政服务与管理专业,20-99人,9,
家政,家政招商,9-14K,北京,哪拍科技,3-5年,大专,现代家政服务与管理专业,100-499人,6,
家政,家政派单老师,10-15K,北京,歆悦健康养老发展公司,1-3年,高中,现代家政服务与管理专业,0-20人,3,
家政,家政派单老师-家政顾问-家政销售,11-20K,北京,北京家家有心家政服务,1-3年,高中,现代家政服务与管理专业,20-99人,4,
家政,家政保洁,5-10K,北京,轻喜到家服务有限公司,1年以内,初中及以下,现代家政服务与管理专业,10000人以上,4424,
家政,家政经纪人,6-11K,北京,北京帮贝,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政经纪人,20-30K,北京,家嘉母婴,1-3年,大专,现代家政服务与管理专业,500-999人,57,
家政,家政招生老师,5-10K,北京,北京博雅家政有限公司,1-3年,大专,现代家政服务与管理专业,100-499人,13,
家政,北京嘉禾丽锦家政服务招聘收纳师,12-24K,北京,北京嘉禾丽锦家政服务,经验不限,大专,现代家政服务与管理专业,100-499人,106,
家政,家政月嫂18800/月,12-19K,北京,美护佳儿,经验不限,初中及以下,现代家政服务与管理专业,100-499人,22,
家政,家政派单老师,4-9K,北京,北京稳暖科技有限公司,经验不限,大专,现代家政服务与管理专业,0-20人,2,
家政,家政销售顾问,12-24K,北京,北京三嫂到家家政服务,经验不限,学历不限,现代家政服务与管理专业,0-20人,2,
家政,家政销售专员,15-30K,北京,北京利人家政有限公司,经验不限,中专/中技,现代家政服务与管理专业,,,
家政,家政培训师,8-13K,北京,幸福城市物业,1-3年,学历不限,现代家政服务与管理专业,100-499人,7,
家政,家政顾问,10-15K,北京,医护家,1-3年,大专,现代家政服务与管理专业,,,
家政,家政保姆,6-10K,北京,北京众帮大成家政服务,1-3年,初中及以下,现代家政服务与管理专业,0-20人,7,
家政,家政区域主管,8-13K,北京,星火萤科,1-3年,中专/中技,现代家政服务与管理专业,100-499人,12,
家政,家政公司店长,8-13K,北京,友好和平公司,1-3年,大专,现代家政服务与管理专业,100-499人,3,
家政,家政招生主管,12-20K,北京,美乐管家,1-3年,大专,现代家政服务与管理专业,100-499人,3,
家政,京东集团招聘收纳师,9-12K,北京,京东集团,经验不限,学历不限,现代家政服务与管理专业,10000人以上,5593,
家政,500一天别墅高档小区卫生打扫家政打扫收纳,7-12K,北京,轻喜到家,经验不限,学历不限,现代家政服务与管理专业,10000人以上,10000,
家政,小两口急招家政保洁9000元+,9-12K,北京,帝伯乐家政,经验不限,初中及以下,现代家政服务与管理专业,1000-9999人,2233,
家政,家政清洁师多劳多得免费培训,9-12K,北京,重庆乾家乐科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,稍微努力月入1W+时间自由家政,9-11K,北京,重庆勤云服科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,「急招」家政销售（不限经验）,20-26K,北京,盛世家宝,经验不限,学历不限,现代家政服务与管理专业,20-99人,19,
家政,月入10000+高薪家政无需经验 交社保,9-12K,北京,重庆星之家科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,没学历也行，综合8K时间自由，家政,9-12K,北京,重庆星枢界科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,急招！！！10名家政服务师 月薪9000+,5-6K,北京,重庆数帷家科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,月入8000+ 无需经验 京东家政直招 就近安排,9-12K,北京,重庆商晏知服科技,1年以内,初中及以下,现代家政服务与管理专业,,,
家政,月入8500/招新手小白家政无需经验,5-6K,北京,抖时送,经验不限,学历不限,现代家政服务与管理专业,100-499人,122,
家政,家政顾问（有无经验均可）,12-24K,北京,北京玖八家政服务,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政经纪人（挑战高薪）,15-30K,北京,悦家福家政,经验不限,学历不限,现代家政服务与管理专业,20-99人,6,
家政,350/天 轻松小家政 接受小白,8-13K,北京,若家家政,经验不限,学历不限,现代家政服务与管理专业,0-20人,157,
家政,急招家政保洁 京东直招 月薪8k+,8-9K,北京,哈尔滨云慧智信息服务,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政合伙人,10-15K,北京,北京金圣好家政服...,经验不限,学历不限,现代家政服务与管理专业,20-99人,6,
家政,家政月嫂,9-14K,北京,北京大米华艺装饰工程,经验不限,学历不限,现代家政服务与管理专业,0-20人,10,
家政,招聘家政规划师1w 接受新手,10-15K,北京,北京冠领智家教育科技,经验不限,学历不限,现代家政服务与管理专业,20-99人,25,
家政,家政顾问,12-18K,北京,天鹅到家,1-3年,大专,现代家政服务与管理专业,1000-9999人,105,
家政,高薪家政培训讲师8000+,8-12K,北京,北京和顺亿家家政服务,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政公司储备干部,6-9K,北京,好慷在家,经验不限,高中,现代家政服务与管理专业,10000人以上,187,
家政,家政派单客服,8-13K,北京,北京洁丽万家家政服务,经验不限,大专,现代家政服务与管理专业,,,
家政,家政,5-10K,北京,济南合益企业管理咨询,经验不限,学历不限,现代家政服务与管理专业,,,
家政,高薪急聘家政培训讲师,12-24K,北京,旭辉顺意科技,3-5年,初中及以下,现代家政服务与管理专业,100-499人,48,
家政,家政保洁单多日结月入过万,5-6K,北京,黑龙江茧辉职梦科技,经验不限,学历不限,现代家政服务与管理专业,,,
家政,家政派单老师,12-24K,北京,迈瑞宝,经验不限,高中,现代家政服务与管理专业,20-99人,7,
家政,家政销售顾问（六险一金）,7-12K,北京,阿姨来了,经验不限,中专/中技,现代家政服务与管理专业,500-999人,11,
家政,家政职业规划师,10-15K,北京,迈瑞宝,经验不限,学历不限,现代家政服务与管理专业,20-99人,7,
家政,家政派单老师,14-28K,北京,大班生活,1-3年,高中,现代家政服务与管理专业,100-499人,10,
家政,高级家政顾问,15-30K,北京,众和乐享,3-5年,学历不限,现代家政服务与管理专业,,,
养老,养老银发经济合伙人（代写回忆录）,10-15K,北京,北京拾光象限咨询,3-5年,本科,其他,,,
养老,养老顾问,35-65K,北京,众和泰,经验不限,本科,智慧健康养老服务与管理专业,20-99人,2,"该岗位需要有高度自律和时间观念的优秀人才，招募健康财富规划师工作时间自由，自己来规划。要有管理能力，要为自己创造价值和财富，需要有学习心和上进心，营范围多元化，收入多样化，满足不同层级客户需求，同时不用担心客户问题，公司无限提供客户资源，以面销，会销为主，由于本部门岗位火爆，目前只招聘2个月。公司会提供保险、金融、医护、养老知识，医疗，法商，企商等培训。同时有写进合同的基本法保障个人收入，由能力的提升带动收入的提升，晋升透明四阶16级。岗位介绍:
1.为中高净值人群提供全生命周期的健康财富解决方案。
2.是集团战略性投资打造一支高学历、高素质、高绩效的高端咨询团队。
3.团队提倡为自己作事，有产品思维，领导能力，鼓励内部创业，公司扶持，成人达己，为社会做贡献，为人民做榜样。
薪酬待遇:
1-薪资范围35000-400000/月。
2-底薪:21000-50000/月。
3-薪资构成:底薪+提成+季度奖+年终奖+持续服务奖+实物奖励+旅游奖励等。
4-企业年金、住院医疗险、意外医疗险、意外伤害及身故保险、疾病身故保险
5-公司各个阶段的培训、旅游、资金奖励、实物奖励等。晋升机制:透明化晋升通道，享受管理津贴、育成津贴等任职要求:
1-年龄:25-45周岁
2-学历:本科，学信网可查，优秀者可放宽至大专学历。
3-经验:不限经验
4-人品好，心态积极向上，勤奋踏实，优秀的沟通能力，需求分析能力。
5-有主见，思维灵活，性格坚韧，具备良好的应变能力和抗压能力。
6-工作时间:早9点一下午6点，月打卡满16天即可，请立即沟通
不珍惜面试机会和爽约的请勿投递!!!非软件开发类产品经理!未毕业和年龄不够的亲们不要投递啦!没有空杯心态和赚钱欲望请勿投递!非高素质人群，请勿投递!(素质并非指学历)非自律的朋友，请勿投递!"
养老,养老规划师,16-30K·24薪,北京,泰康之家,经验不限,大专,智慧健康养老服务与管理专业,1000-9999人,40,
养老,北京延年益寿健康科技招聘配送站长,9-14K,北京,北京延年益寿健康科技,3-5年,大专,其他,100-499人,41,
养老,养老社区接待经理,8-13K,北京,北京泰康之家投资,3-5年,大专,智慧健康养老服务与管理专业,1000-9999人,40,
养老,校招养老院护理员,3-5K,北京,知护养老,在校/应届,高中,护理专业,20-99人,17,
养老,养老理财规划师,25-40K,北京,中国人寿朝阳支公司,经验不限,大专,智慧健康养老服务与管理专业,10000人以上,29,
养老,泰康高端养老-大健康医养-销售经理,30-50K,北京,泰康人寿保险有限...,经验不限,大专,智慧健康养老服务与管理专业,10000人以上,32,
养老,养老顾问,15-18K,北京,北京慈爱嘉养老服务,经验不限,大专,智慧健康养老服务与管理专业,500-999人,6,
养老,高端养老规划师（高薪+双休）,20-40K·18薪,北京,泰康咨询养老,经验不限,大专,智慧健康养老服务与管理专业,10000人以上,8,
养老,养老社区经理,10-11K,北京,泰及康健康养老,10年以上,大专,智慧健康养老服务与管理专业,20-99人,3,
养老,高薪可做到养老,16-25K,北京,北京峰正养老企业管理,1-3年,大专,其他,,,
养老,养老规划师,8-10K,北京,中国人寿阜成门支公司,1-3年,本科,智慧健康养老服务与管理专业,10000人以上,2,
养老,养老社区运营,15-30K,北京,北京辉鸿公司,经验不限,大专,智慧健康养老服务与管理专业,,,
养老,高端养老社区讲解导师,10-15K,北京,敬宜尊享,经验不限,大专,智慧健康养老服务与管理专业,500-999人,4,
养老,高端养老社区销售（提供客户资源）,15-20K,北京,某知名财富管理公司,经验不限,大专,智慧健康养老服务与管理专业,,,
养老,养老顾问,10-15K,北京,义康养老,经验不限,大专,智慧健康养老服务与管理专业,20-99人,3,"岗位职责:
1.为客户提供专业的养老规划与咨询服务；
2.维护和拓展客户关系，确保服务品质；
3.根据客户需求，提供个性化的养老方案；
4.定期参与专业培训，提升个人专业技能；
5.积极参与团队合作，共同完成销售目标。

任职要求：
1.具备良好的沟通能力和服务意识；
2.对养老行业有一定的了解和兴趣；
3.能够独立处理和解决问题；
4.具有团队合作精神，能够与团队成员有效沟通；
5.积极主动，对工作充满热情。

工作时间：早8.30-晚6.30，中午休息2小时，双休。

福利待遇：季度奖，年终奖，企业年金，公积金
，不定期旅游。
"
养老,高端养老规划,8-12K,北京,红杉基业,1年以内,大专,智慧健康养老服务与管理专业,100-499人,2,
养老,养老院社工,4-5K,北京,幸福里养老中心,经验不限,中专/中技,智慧健康养老服务与管理专业,100-499人,6,
养老,高端养老社区合伙人（双休）,21-40K,北京,泰岚,经验不限,大专,智慧健康养老服务与管理专业,,,
养老,医院养老院护工,5-10K,北京,北京中享家政,1-3年,初中及以下,护理专业,20-99人,11,
养老,高端养老社区讲解员+周末双休,15-30K,北京,泰康之家,经验不限,大专,智慧健康养老服务与管理专业,1000-9999人,40,
养老,养老储备店长（高端养老俱乐部 双休）,30-50K,北京,大千养老,5-10年,大专,智慧健康养老服务与管理专业,20-99人,8,
养老,渠道/大客户（健康养老智能硬件）,30-50K·14薪,北京,某中型通信/网络设备上市公司,10年以上,大专,护理专业,,,
养老,养老社区讲解员+双休,8-9K,北京,智能纪元,经验不限,大专,智慧健康养老服务与管理专业,0-20人,2,
养老,养老社区讲解员+双休,15-30K,北京,泰康之家,经验不限,大专,智慧健康养老服务与管理专业,1000-9999人,40,
养老,养老规划师,16-30K,北京,泰盛养老,1-3年,大专,智慧健康养老服务与管理专业,100-499人,18,
养老,BD（社区、养老院）,8-10K,北京,北京和谐继承服务中心,3-5年,大专,其他,,,
养老,养老规划师,18-30K,北京,北京创拓,经验不限,大专,智慧健康养老服务与管理专业,100-499人,3,
养老,保安轻松-养老岗~,3-7K,北京,威远保安,经验不限,学历不限,其他,,,
养老,居家养老护理员,5-6K,北京,天宫院养老照料中心,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,5,
养老,养老院院长,6-10K,北京,绿藤,3-5年,大专,智慧健康养老服务与管理专业,0-20人,2,
养老,养老顾问,12-24K,北京,康尔泰,经验不限,大专,智慧健康养老服务与管理专业,100-499人,13,"我司主要工作方向是医养板块，现国家人口结构已进入深度老龄化阶段，养老市场是刚需蓝海，属于国家重点扶持的养老产业，随着中国深度老龄化来临，人们的养老观念日渐成熟，需求激增。2025年也是发展第三产业支柱养老产业的承启之年，现开放招养老顾问10人应聘要求：
①学信网可查大专以上学历
②24周岁~40周岁

公司解决销售过程中两大难题：
①客源：公司提供客户资源
②销售场所：会展体验式活动
不要求自带资源，不需要陌拜，非传统的销售模式，全新会展体验式营销。
薪资待遇简介：6K-16K
提成15%-30%，季度奖、年终奖单独计提。
晋升UP！规则：每三个月考核，晋升空间无上限，扁平管理去流程化。"
养老,养老服务专员,5-6K,北京,北京宜适福祉养老,经验不限,大专,智慧健康养老服务与管理专业,20-99人,2,
养老,养老服务行业,4-8K,北京,怀来鸿翔恒居房地...,经验不限,大专,智慧健康养老服务与管理专业,20-99人,9,
养老,养老顾问,15-30K,北京,北京家泰健康咨询,经验不限,大专,智慧健康养老服务与管理专业,500-999人,3,
养老,招聘养老护理护工,7-12K,北京,军友家政,经验不限,初中及以下,智慧健康养老服务与管理专业,0-20人,26,
养老,养老社区销售,15-30K,北京,北京喆贰映像信息技术,3-5年,大专,智慧健康养老服务与管理专业,,,
养老,养老驿站站长,8-9K·14薪,北京,乐老汇养老,5-10年,大专,智慧健康养老服务与管理专业,500-999人,10,
养老,养老讲解员,10-15K,北京,古道华安,5-10年,大专,其他,,,
养老,养老风口-销售岗-接受小白,15-30K,北京,北京金色昔阳养老服务,经验不限,大专,其他,,,
养老,养老社区服务,8-12K,北京,北京春秋颐年养老,3-5年,大专,智慧健康养老服务与管理专业,20-99人,6,
养老,养老会展顾问,10-15K,北京,北京盛世智行科技,经验不限,大专,其他,,,
养老,养老护理员,4-6K,北京,领秀康苑,1-3年,初中及以下,智慧健康养老服务与管理专业,,,
养老,养老规划师-955,19-35K·13薪,北京,中美联泰大都会人...,1-3年,大专,智慧健康养老服务与管理专业,10000人以上,3,"岗位职责：
1. 统招本科及以上学历（简历优秀者可放宽至大专），营销、管理、教育、金融等专业优先考虑；
2.有团队管理经验，具有优秀的管理能力，善于沟通
3.及时收集和了解部门的工作动态,协调各部门之问有关的业务工作
4.负责召集公司办公会议和其他有关会议，并检查督促会议决议的贯彻实施
5.根据公司拟定的发展规划，负责团队的日常绩效、人员管理等
工作时间：9：00-17：00 周末双休 法定节假日休
来源：BOSS直聘
"
养老,养老运营规划师,20-21K,北京,某大型财富管理公司,1-3年,本科,智慧健康养老服务与管理专业,,,
养老,养老院社工,4-5K,北京,艾尚五福,1年以内,大专,智慧健康养老服务与管理专业,20-99人,3,
养老,居家养老推荐官,15-20K,北京,北京卓越汇才企业策划,经验不限,大专,其他,20-99人,5,
养老,养老社区销售顾问,15-30K,北京,泰康人寿北京分公司,经验不限,大专,智慧健康养老服务与管理专业,10000人以上,20,
养老,养老护理员,5-7K,北京,北京乐心养老服务,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,2,
养老,高端养老社区接待~周末双休,20-30K,北京,泰康之家,经验不限,高中,智慧健康养老服务与管理专业,1000-9999人,40,
养老,养老社区销售,20-40K,北京,泰康保险集团股份有限公司,经验不限,本科,智慧健康养老服务与管理专业,,,
养老,养老顾问,16-30K,北京,北京嘉泰盛世国际...,1-3年,大专,智慧健康养老服务与管理专业,100-499人,5,
养老,社区养老管家,6-11K·24薪,北京,中国平安科技金融集团,1-3年,本科,现代家政服务与管理专业,10000人以上,335,
养老,居家养老顾问,18-35K,北京,月荟读,经验不限,大专,智慧健康养老服务与管理专业,0-20人,1,
养老,养老顾问,6-7K,北京,北京中民康悦健康管理,3-5年,大专,智慧健康养老服务与管理专业,0-20人,1,
养老,养老护理员,5-6K,北京,北京同仁堂同悦养老,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,4,
养老,养老院社工,6-7K,北京,吉星生活,1-3年,大专,智慧健康养老服务与管理专业,20-99人,6,
养老,养老护理员,6-7K,北京,国投颐康,3-5年,大专,智慧健康养老服务与管理专业,100-499人,11,
养老,养老院行政,7-12K,北京,太阳宫老年公寓,3-5年,高中,其他,100-499人,8,
养老,销售养老社区,8-10K,北京,悦福,1-3年,高中,智慧健康养老服务与管理专业,,,
养老,养老驿站-生活管家,5-10K,北京,易得康上海,1-3年,大专,智慧健康养老服务与管理专业,1000-9999人,175,
养老,养老驿站储备店长,6-10K,北京,中和坤元,3-5年,高中,智慧健康养老服务与管理专业,0-20人,2,
养老,高端养老社区销售经理,16-30K,北京,燕之家健康管理有...,1-3年,大专,智慧健康养老服务与管理专业,100-499人,16,
养老,居家养老推广专员,10-15K,北京,平安综合金融,经验不限,大专,其他,10000人以上,162,
养老,保洁主管（养老社区）,7-10K·13薪,北京,北京太保家园养老服务,3-5年,大专,智慧健康养老服务与管理专业,100-499人,1,
养老,养老院院长,25-35K,北京,北京某大型医疗健康上市公司,经验不限,大专,智慧健康养老服务与管理专业,,,
养老,养老讲解员,5-10K,北京,河北京慧健康产业发展,经验不限,高中,其他,,,
养老,急养老院护理员,5-8K,北京,北京好药师康信堂医药,经验不限,初中及以下,护理专业,20-99人,22,
养老,养老社区电话销售,30-35K,北京,北京吾家养老有限公司,1-3年,高中,智慧健康养老服务与管理专业,100-499人,9,
养老,养老护理员,14-18K,北京,北京乐益佳家政,经验不限,大专,智慧健康养老服务与管理专业,100-499人,2,
养老,高端养老品质生活顾问,15-28K,北京,自然能文化科技,1-3年,本科,智慧健康养老服务与管理专业,0-20人,3,
养老,高端养老客服,6-8K,北京,北京溢彩候鸟养老,1-3年,大专,智慧健康养老服务与管理专业,100-499人,16,
养老,养老院院办主任,7-9K,北京,北京三和永顺养老服务,1-3年,大专,其他,,,
